date,open,high,low,close
2023-07-21,ESU23,4566.25,4590.0,4561.75
2023-07-24,ESU23,4564.25,4592.5,4560.0
2023-07-25,ESU23,4584.5,4608.75,4579.25
2023-07-26,ESU23,4604.75,4610.75,4573.75
2023-07-27,ESU23,4594.75,4634.5,4553.75
2023-07-28,ESU23,4566.0,4616.5,4558.0
2023-07-31,ESU23,4608.75,4619.25,4595.25
2023-08-01,ESU23,4617.75,4621.75,4591.0
2023-08-02,ESU23,4580.0,4593.5,4527.75
2023-08-03,ESU23,4534.25,4547.5,4505.75
2023-08-04,ESU23,4523.5,4560.75,4493.75
2023-08-07,ESU23,4500.5,4541.75,4500.5
2023-08-08,ESU23,4539.5,4541.0,4482.0
2023-08-09,ESU23,4516.5,4536.25,4478.25
2023-08-10,ESU23,4493.25,4544.75,4473.5
2023-08-11,ESU23,4487.75,4496.25,4459.0
2023-08-14,ESU23,4485.0,4507.75,4465.0
2023-08-15,ESU23,4505.75,4517.75,4447.0
2023-08-16,ESU23,4453.25,4467.25,4417.0
2023-08-17,ESU23,4420.5,4436.75,4377.75
2023-08-18,ESU23,4379.25,4396.0,4350.0
2023-08-21,ESU23,4382.5,4421.0,4372.25
2023-08-22,ESU23,4410.25,4440.0,4394.25
2023-08-23,ESU23,4400.0,4476.25,4399.5
2023-08-24,ESU23,4470.5,4485.5,4378.5
2023-08-25,ESU23,4384.5,4429.0,4365.25
2023-08-28,ESU23,4418.0,4449.5,4414.5
2023-08-29,ESU23,4444.0,4509.5,4433.5
2023-08-30,ESU23,4508.75,4530.75,4496.25
2023-08-31,ESU23,4527.0,4541.25,4512.75
2023-09-01,ESU23,4516.75,4547.75,4507.25
2023-09-05,ESU23,4521.25,4531.25,4499.25
2023-09-06,ESU23,4500.0,4503.75,4447.0
2023-09-07,ESU23,4469.5,4471.75,4434.25
2023-09-08,ESU23,4458.25,4477.5,4443.0
2023-09-11,ESZ23,4514.0,4543.5,4508.75
2023-09-12,ESZ23,4536.5,4539.0,4507.25
2023-09-13,ESZ23,4513.0,4530.25,4495.0
2023-09-14,ESZ23,4521.25,4562.0,4519.0
2023-09-15,ESZ23,4556.5,4566.0,4494.0
2023-09-18,ESZ23,4499.5,4514.5,4487.0
